strassenschluessel,strassenname,stadtteilschluessel,stadtteilname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
00370,Balduinstr.,101,Altstadt/Süd,50676,0001,0011,0002,0020
00372,Baldurstr.,808,Rath/Heumar,51107,0001,0029,0002,0050
00373,Balinger Str.,507,Bilderstöckchen,50739,0001,0017,0002,0018
00374,Ballenstedter Weg,906,Höhenhaus,51061,0001,0007,0002,0006
00375,Ballumer Str.,402,Neuehrenfeld,50825,0001,0015,0002,0014
00376,Balmungweg,502,Mauenheim,50739,0001,0005,0002,0006
00377,Balsaminenweg,603,Seeberg,50769,0003,0039,0002,0052
00378,Balthasarstr.,104,Neustadt/Nord,50670,0001,0095,0002,0084
00379,Bamberger Str.,804,Höhenberg,51103,0001,0003,0002,0020
00380,Baptiststr.,611,Roggendorf/Thenhoven,50769,0001,0081,0002,0058
00381,Barbarastr.,503,Riehl,50735,0001,0069,0002,0078
00382,Barbarossaplatz,102,Neustadt/Süd,50674,0001,0007,0002,0010
00383,Bardenheuerstr.,303,Lindenthal,50931,0001,0005,,
00384,Barlachweg,405,Bocklemünd/Mengenich,50829,,,0002,0030
00385,Barmer Platz,105,Deutz,50679,,,,
00386,Barmer Str.,105,Deutz,50679,,,,
00387,Barrensteiner Str.,604,Heimersdorf,50767,0001,0007,0002,0008
00388,Barthelstr.,401,Ehrenfeld,50823,0075,0127,0002,0088
00389,Baseler Weg,901,Mülheim,51063,0001,0043,0002,0012
00390,Bataverstr.,105,Deutz,50679,0001,0021,0002,0028
00391,Baudriplatz,501,Nippes,50733,0001,0017,0002,0016
00392,Baudristr.,501,Nippes,50733,0003,0009,0002,0008
00393,Bauerbankstr.,205,Zollstock,50969,0007,0033,0002,0014
00394,Bauknechtweg,603,Seeberg,50769,0001,0003,0002,0006
00395,Baumberger Str.,506,Longerich,50737,0001,0021,0002,0024
00396,Baumläuferweg,404,Vogelsang,50829,0001,0025,0002,0024
00397,Baumschulenweg,701,Poll,51105,0001,0015,0002,0018
00398,Baumstr.,101,Altstadt/Süd,50676,,,0008,0008
00399,Bayardsgasse,101,Altstadt/Süd,50676,0003,0005,0004,0004
00400,Bayenstr.,101,Altstadt/Süd,50678,0001,0069,0028,0030
00401,Bayenthalgürtel,202,Marienburg,50968,0003,0063,0002,0072
00402,Bayenwerft,101,Altstadt/Süd,50678,,,0012,0016
00403,Bayreuther Str.,804,Höhenberg,51103,0001,0005,,
00404,Bebelplatz,105,Deutz,50679,0001,0023,0002,0022
00405,Bechergasse,103,Altstadt/Nord,50667,0001,0013,0002,0010
00406,Bechsteinstr.,904,Holweide,51067,0001,0025,0002,0024
00407,Beckenkampstr.,305,Müngersdorf,50933,0001,0009,0002,0004
00408,Beckmannweg,405,Bocklemünd/Mengenich,50829,0001,0017,,
00409,Beckumer Str.,806,Merheim,51109,0001,0025,0002,0014
00410,Beethovenstr.,102,Neustadt/Süd,50674,0001,0035,0002,0030
00411,Begonienweg,603,Seeberg,50769,,,0002,0030
00412,Behringstr.,303,Lindenthal,50931,0001,0015,0002,0012
00413,Belaweg,907,Dünnwald,51069,0001,0011,0002,0012
00414,Belfortstr.,104,Neustadt/Nord,50668,0009,0019,0002,0014
00415,Bellerkreuzweg,601,Merkenich,50769,0011,0049,0002,0048
00416,Bellinger Weg,605,Lindweiler,50767,0001,0025,0002,0014
00417,Belvederestr.,305,Müngersdorf,50933,0001,0159,0004,0124
00417,Belvederestr.,309,Widdersdorf,50829,0201,0213,,
00418,Benderstr.,612,Worringen,50769,0015,0037,0012,0036
00419,Bendorfer Weg,801,Humboldt/Gremberg,51105,,,0002,0016
00420,Benediktusgasse,105,Deutz,50679,0001,0007,0004,0014
00421,Benesisstr.,103,Altstadt/Nord,50672,0001,0063,0004,0066
00422,Benjaminstr.,105,Deutz,50679,0003,0025,0002,0026
00423,Bennoplatz,804,Höhenberg,51103,,,0002,0014
00424,Bennstr.,809,Neubrück,51109,0001,0011,0002,0008
00425,Benrather Str.,506,Longerich,50737,0001,0003,0002,0032
00426,Bensberger Marktweg,905,Dellbrück,51069,0007,0393,0004,0422
00427,Bensheimer Str.,805,Ostheim,51107,0001,0015,0002,0028
00428,Berberitzenweg,603,Seeberg,50769,0025,0031,0002,0036
00429,Bergengruenstr.,809,Neubrück,51109,0001,0043,0002,0046
00430,Berghauser Str.,506,Longerich,50737,0001,0011,0002,0008
00431,Bergheimer Weg,506,Longerich,50737,0001,0027,0030,0030
00432,Bergischer Ring,901,Mülheim,51063,0029,0071,0040,0040
00433,Bergisch Gladbacher Str.,901,Mülheim,51065,0003,0161,0002,0152a
00433,Bergisch Gladbacher Str.,903,Buchheim,51063,0167,0269,0170,0250
00433,Bergisch Gladbacher Str.,904,Holweide,51067,0415,0759,0378,0754
00433,Bergisch Gladbacher Str.,905,Dellbrück,51069,0781,1209,0778,1248
00434,Bergiusstr.,902,Buchforst,51065,,,0002,0016
00435,Bergstr.,502,Mauenheim,50739,0001,0117,0004,0074
00436,Berliner Str.,901,Mülheim,51063,0001,0229,0002,0232
00436,Berliner Str.,906,Höhenhaus,51061,0255,0589,0300,0518
00436,Berliner Str.,907,Dünnwald,51069,0775,1027,0850,1020
00437,Bernanosweg,809,Neubrück,51109,0001,0005,0002,0024
00438,Bernburger Weg,906,Höhenhaus,51061,0001,0011,0004,0006
00439,Berner Str.,901,Mülheim,51063,0001,0061,0002,0026
00440,Bernhard-Falk-Str.,506,Longerich,50737,0001,0057,0002,0058
00441,Bernhard-Letterhaus-Str.,104,Neustadt/Nord,50670,0017,0051,0002,0040
00442,Bernhardstr.,201,Bayenthal,50968,0001,0165,0012,0172
00443,Bernkasteler Str.,205,Zollstock,50969,0001,0071,0052,0074
00444,Berrenrather Str.,302,Sülz,50937,,,0270,0602
00444,Berrenrather Str.,302,Sülz,50937,0119,0549,0134,0208
00444,Berrenrather Str.,302,Sülz,50939,,,0216,0266
00445,Berrischstr.,611,Roggendorf/Thenhoven,50769,0001,0187,0002,0192c
00446,Bertha-von-Suttner-Str.,904,Holweide,51067,0001,0051,,
00447,Bertoldistr.,901,Mülheim,51065,0013,0021,0002,0006
00448,Bertolt-Brecht-Str.,405,Bocklemünd/Mengenich,50829,0001,0057,0002,0026
00449,Bertramstr.,802,Kalk,51103,0001,0105,0002,0090
00450,Berwartsteinweg,507,Bilderstöckchen,50739,0001,0009,0002,0008
00451,Besselstr.,902,Buchforst,51065,0001,0041,0010,0034
00452,Beßlen Käulchen,612,Worringen,50769,0001,0017c,0002,0086
00453,Betzdorfer Str.,105,Deutz,50679,0001,0001,0002,0002
00454,Beuelsweg,501,Nippes,50733,0001,0029,0006,0026
00455,Beuthener Str.,903,Buchheim,51065,0017,0025,0016,0026
00456,Bevingsweg,806,Merheim,51109,0001,0019,0002,0026
00457,Bez.Sportanl.Prälat Ludw.Wolker,401,Ehrenfeld,50823,,,,
00458,Biberstr.,101,Altstadt/Süd,50678,0001,0037,0002,0068
00459,Biegerstr.,901,Mülheim,51063,0009,0019,0022,0028
00460,Bielefelder Str.,506,Longerich,50737,0001,0017,0002,0024
00461,Biesfelder Str.,905,Dellbrück,51069,0001,0007,0002,0006
00462,Biesterfeldstr.,404,Vogelsang,50829,0003,0007,0002,0004
00463,Biggestr.,303,Lindenthal,50931,0001,0023,0002,0002
00464,Bilharzstr.,908,Stammheim,51061,0001,0017,0002,0028
00465,Bilsteiner Str.,806,Merheim,51109,0001,0009,0002,0006
00466,Bindingstr.,809,Neubrück,51109,0001,0041,0002,0022
00467,Birkenfelder Str.,302,Sülz,50935,0001,0023,0002,0040
00468,Birkenweg,906,Höhenhaus,51061,0007,0039,,
00468,Birkenweg,907,Dünnwald,51069,,,0002,0004
00469,Birkhuhnweg,404,Vogelsang,50829,0001,0017,0002,0004
00470,Birresborner Str.,303,Lindenthal,50935,0003,0055,0002,0040
00471,Bischofsgartenstr.,103,Altstadt/Nord,50667,0001,0001,0004,0004
00472,Bischofsweg,203,Raderberg,50969,0001,0001a,0000,0052
00474,Bismarckstr.,104,Neustadt/Nord,50672,0001,0053,0002,0074
00475,Bitburger Str.,303,Lindenthal,50935,0001,0007,0002,0008
00476,Bitterstr.,612,Worringen,50769,0001,0125,0002,0106
00477,Blankenheimer Str.,302,Sülz,50937,0001,0059,0002,0056
00478,Blaubach,101,Altstadt/Süd,50676,0001,0013,0002,0034
00479,Blaue-Funken-Weg,101,Altstadt/Süd,50677,,,0002,0002
00480,Bleicheroder Weg,906,Höhenhaus,51061,0001,0009,0002,0008
00481,Bleichstr.,901,Mülheim,51063,0001,0025,0002,0018
00482,Bliesheimer Str.,204,Raderthal,50968,0001,0013,,
00483,Blockstr.,608,Volkhoven/Weiler,50765,0009,0067,0056,0070
00483,Blockstr.,611,Roggendorf/Thenhoven,50769,,,0080,0080a
00484,Blücherstr.,501,Nippes,50733,0003,0025,0002,0018
00485,Blumenbergsweg,602,Fühlingen,50769,,,,
00485,Blumenbergsweg,610,Blumenberg,50765,,,,
00486,Blumenstr.,103,Altstadt/Nord,50670,0003,0017,0002,0020
00487,Blumenthalstr.,104,Neustadt/Nord,50668,0073,0097,0054,0072
00487,Blumenthalstr.,104,Neustadt/Nord,50670,0001,0033,0002,0052
00488,Bobstr.,101,Altstadt/Süd,50676,0007,0009,0002,0036
00489,Bocholter Str.,806,Merheim,51109,0001,0015,0002,0014
00490,Bochumer Str.,804,Höhenberg,51103,0001,0013,0002,0018
00491,Bodendorfer Str.,205,Zollstock,50969,0001,0005,0002,0002
00492,Bodenheimerstr.,403,Bickendorf,50827,0001,0009,0016,0040
00493,Bodestr.,906,Höhenhaus,51061,0001,0003,0018,0020
00494,Bodinusstr.,503,Riehl,50735,0001,0007,0002,0010
00495,Böblinger Str.,507,Bilderstöckchen,50739,,,0002,0022
00496,Böcklinstr.,305,Müngersdorf,50933,0001,0011,0002,0014
00497,Böhmweg,809,Neubrück,51109,0001,0005,0002,0032
00498,Börnestr.,405,Bocklemünd/Mengenich,50829,0001,0013,0014,0024
00499,Börsengäßchen,101,Altstadt/Süd,50676,,,,
00499,Börsengäßchen,103,Altstadt/Nord,50676,,,,
00500,Börsenplatz,103,Altstadt/Nord,50668,0001,0001,,
00501,Bohnenblechweg,612,Worringen,50769,0001,0043,0002,0024
00502,Boisseréestr.,102,Neustadt/Süd,50674,0001,0015,0002,0022
00503,Bollgartenstr.,612,Worringen,50769,0005,0021,0002,0008
00504,Bolligstr.,612,Worringen,50769,0001,0027,0002,0026
00505,Boltensternstr.,503,Riehl,50735,0011,0131,0002,0090
00505,Boltensternstr.,504,Niehl,50735,0157,0351,0096,0350
00506,Bolzengasse,103,Altstadt/Nord,50667,0001,0011,0002,0004
00507,Bonhoefferstr.,908,Stammheim,51061,0013,0025,0002,0020
00508,Bonifazstr.,201,Bayenthal,50968,0001,0015,0004,0022
00509,Bonner Str.,102,Neustadt/Süd,50677,0001,0091,0002,0098
00509,Bonner Str.,201,Bayenthal,50968,0131,0351a,0126,0328
00509,Bonner Str.,202,Marienburg,50968,0381,0545,0350,0540
00510,Bonner Wall,102,Neustadt/Süd,50677,0001,0055,0002,0124
00512,Bornheimer Str.,205,Zollstock,50969,0001,0019,0002,0046
00513,Borsigstr.,401,Ehrenfeld,50825,0013,0019,0002,0032
00514,Brabanter Str.,104,Neustadt/Nord,50672,0023,0057,0032,0050
00514,Brabanter Str.,104,Neustadt/Nord,50674,0001,0019,0002,0008
00515,Bragistr.,808,Rath/Heumar,51107,,,0002,0004
00516,Brahmsstr.,303,Lindenthal,50935,0001,0017,0002,0012
00517,Brambachstr.,905,Dellbrück,51069,0003,0073,0002,0090
00518,Brandenburger Str.,103,Altstadt/Nord,50668,0001,0023,0002,0024
00519,Brandrosterweg,905,Dellbrück,51069,0001,0017,,
00520,Brandtsplatz,402,Neuehrenfeld,50825,0003,0007,,
00521,Braubachstr.,405,Bocklemünd/Mengenich,50829,0001,0019,0002,0024
00522,Brauneberger Str.,205,Zollstock,50969,0001,0007,0002,0010
00523,Braunfelsweg,603,Seeberg,50769,0001,0001,,
00524,Braunlager Weg,906,Höhenhaus,51061,0001,0007,0002,0008
00525,Braunstr.,304,Braunsfeld,50933,0015,0043,0012,0044
00526,Brauweilerweg,305,Müngersdorf,50933,0093,0207,0006,0090
00527,Bredemeyerstr.,901,Mülheim,51063,,,0002,0028
00528,Bregenzer Str.,303,Lindenthal,50935,0001,0017,0006,0006
00529,Brehmstr.,503,Riehl,50735,0001,0017,0002,0006
00530,Breibergstr.,301,Klettenberg,50939,0001,0035,0002,0016
00531,Breiter Wall,612,Worringen,50769,0003,0011,0002,0034
00532,Breite Str.,103,Altstadt/Nord,50667,0001,0169,0002,0132
00533,Bremerhavener Str.,504,Niehl,50735,0023,0043,0010,0010
00534,Bremer Str.,104,Neustadt/Nord,50670,0001,0005,0002,0006
00535,Bremsstr.,205,Zollstock,50969,0001,0019,0002,0012
00536,Breniger Str.,205,Zollstock,50969,0001,0011,0002,0018
00537,Brentanostr.,402,Neuehrenfeld,50825,0001,0011,0002,0018
00538,Breslauer Platz,103,Altstadt/Nord,50668,0001,0001,0002,0004
00539,Breslauer Str.,907,Dünnwald,51069,0001,0021,0002,0012
00540,Breuerstr.,802,Kalk,51103,0003,0041,0002,0040
00541,Briandstr.,809,Neubrück,51109,0001,0027,0002,0030
00542,Brictiusstr.,601,Merkenich,50769,0003,0017,0002,0024
00543,Briedeler Str.,205,Zollstock,50969,0003,0015,0002,0014
00544,Brigittengäßchen,103,Altstadt/Nord,50667,0013,0029,,
00545,Briloner Str.,806,Merheim,51109,0005,0011b,0008,0012
00546,Brölweg,906,Höhenhaus,51061,0001,0007,0002,0016
00547,Brohler Str.,202,Marienburg,50968,0001,0017,0002,0016
00548,Broichstr.,806,Merheim,51109,,,,
00548,Broichstr.,806,Merheim,51109,,,0002,0018d
00548,Broichstr.,807,Brück,51109,,,0028,0052
00549,Brombeergasse,612,Worringen,50769,0019,0061,0002,0046
00550,Bruchfeld,807,Brück,51109,0001,0013,0002,0022
00551,Bruchpfädchen,611,Roggendorf/Thenhoven,50769,0001,0013,,
00552,Bruchsaler Str.,805,Ostheim,51107,0001,0021,0002,0022
00553,Bruchstr.,611,Roggendorf/Thenhoven,50769,0001,0023,0050,0144
00554,Brucknerstr.,303,Lindenthal,50931,0001,0015,0002,0018
00555,Bruder-Klaus-Platz,901,Mülheim,51063,0001,0003,0002,0008
00556,Brückenauer Str.,804,Höhenberg,51103,,,,
00557,Brückenstr.,103,Altstadt/Nord,50667,0001,0023,0002,0106
00558,Brücker Heide,807,Brück,51109,0001,0015,0002,0016
00559,Brücker Mauspfad,807,Brück,51109,0171,0741,0180,0646
00560,Brück-Rather Steinweg,807,Brück,51109,,,,
00560,Brück-Rather Steinweg,808,Rath/Heumar,51107,,,,
00561,Brüderstr.,103,Altstadt/Nord,50667,0001,0019,0002,0004
00562,Brüggener Str.,205,Zollstock,50969,0001,0001,0002,0002
00563,Brühler Platz,204,Raderthal,50968,0001,0017,0002,0022
00564,Brühler Str.,203,Raderberg,50968,0001,0121,0002,0136
00564,Brühler Str.,204,Raderthal,50968,0183,0325,0150,0300
00565,Brüngesrath,611,Roggendorf/Thenhoven,50769,,,,
00566,Brüsseler Platz,104,Neustadt/Nord,50672,,,0002,0010
00566,Brüsseler Platz,104,Neustadt/Nord,50674,0001,0021,0010a,0026
00567,Brüsseler Str.,102,Neustadt/Süd,50674,0001,0045,0002,0044a
00567,Brüsseler Str.,104,Neustadt/Nord,50672,0057,0097,0072,0104
00567,Brüsseler Str.,104,Neustadt/Nord,50674,0047,0055,0046,0070
00568,Bruktererstr.,105,Deutz,50679,0001,0005,0002,0006
00569,Brunhildplatz,502,Mauenheim,50739,0001,0019,0002,0020
00570,Brunkensteinstr.,302,Sülz,50935,0001,0039,0002,0012
00571,Brunnenstr.,205,Zollstock,50969,0001,0005,0002,0008
00572,Brunostr.,101,Altstadt/Süd,50678,0001,0013,0002,0024
00572,Brunostr.,102,Neustadt/Süd,50677,0017,0027,0024a,0028
00573,Brunsbütteler Str.,506,Longerich,50737,0001,0029,0002,0028
00574,Bucheckernweg,807,Brück,51109,0001,0011,0002,0066
00575,Buchenpfad,604,Heimersdorf,50767,0001,0015,0002,0014
00576,Buchfinkenweg,404,Vogelsang,50829,0001,0043,0004,0040
00577,Buchforststr.,802,Kalk,51103,0001,0117,0002,0132
00578,Buchheimer Ring,903,Buchheim,51067,0001,0087,0002,0006
00579,Buchheimer Str.,901,Mülheim,51063,0001,0061,0002,0064
00580,Buchheimer Weg,805,Ostheim,51107,0001,0033,0002,0050
00581,Buchholzstr.,901,Mülheim,51061,0001d,0021,0002,0058
00582,Buchsbaumweg,604,Heimersdorf,50767,,,0002,0010
00583,Büchnerstr.,405,Bocklemünd/Mengenich,50829,,,0002,0058
00584,Bückebergstr.,807,Brück,51109,0001,0019,0002,0010
00585,Büdiger Weg,605,Lindweiler,50767,0001,0027,0002,0026
00586,Bülowstr.,501,Nippes,50733,0001,0063,0002,0090
00587,Bürgershof,603,Seeberg,50769,0001,0017a,0002,0010
00588,Bürgerstr.,103,Altstadt/Nord,50667,,,0002,0016
00589,Büsdorfer Str.,305,Müngersdorf,50933,0001,0023,0002,0030
00590,Büttgener Weg,612,Worringen,50769,0001,0035,0002,0046
00591,Bugenhagenstr.,906,Höhenhaus,51061,0001,0053,0002,0002
00592,Bunsenstr.,902,Buchforst,51065,0001,0019,0002,0018
00593,Bunzlauer Str.,907,Dünnwald,51069,,,0002,0006
00594,Burbacher Str.,205,Zollstock,50969,0001,0017,0002,0032
00595,Burgenlandstr.,801,Humboldt/Gremberg,51105,0003,0009,0002,0008
00596,Burger Platz,906,Höhenhaus,51061,,,0002,0008
00597,Burghöfchen,103,Altstadt/Nord,50667,,,,
00598,Burgmauer,103,Altstadt/Nord,50667,0001,0053,0002,0070
00599,Burgstr.,803,Vingst,51103,0001,0075,0002,0098
00599,Burgstr.,804,Höhenberg,51103,0125,0199,0106,0138
00600,Burgunderstr.,102,Neustadt/Süd,50677,0003,0063,0002,0048
00601,Burgwiesenstr.,904,Holweide,51067,0001,0125,0008,0060
00602,Burtscheider Str.,304,Braunsfeld,50933,0001,0023,0002,0032
00603,Buschdorfer Str.,204,Raderthal,50968,0001,0031,0002,0016
00604,Buschfeldstr.,904,Holweide,51067,0013,0133,0002,0100
00605,Buschgasse,101,Altstadt/Süd,50678,0001,0015,0006,0032
00606,Buschweg,405,Bocklemünd/Mengenich,50829,0001,0055,,
00606,Buschweg,406,Ossendorf,50829,,,0002,0002
00607,Bussardweg,404,Vogelsang,50829,0001,0093,0002,0096
00608,Buttermarkt,103,Altstadt/Nord,50667,0001,0039,0004,0042
00609,Butzheimer Str.,604,Heimersdorf,50767,0001,0023,0002,0014
00610,Butzweilerstr.,406,Ossendorf,50827,0001,0001,0002,0004b
00610,Butzweilerstr.,406,Ossendorf,50829,0011,0051,0050,0050
00610,Butzweilerstr.,506,Longerich,50739,,,,
00611,Cäcilienkloster,101,Altstadt/Süd,50676,0017,0017,0002,0010
00612,Cäcilienstr.,101,Altstadt/Süd,50667,0001,0033,0020,0048
00613,Cäsarstr.,201,Bayenthal,50968,0003,0033,0002,0084
00614,Camberger Str.,801,Humboldt/Gremberg,51105,,,0002,0024
00615,Cardinalstr.,103,Altstadt/Nord,50670,0003,0007,0002,0008
00616,Am Sportpark Müngersdorf,305,Müngersdorf,50933,0001,0005,0002,0006
00617,Carl-Muth-Str.,809,Neubrück,51109,0001,0019,0002,0014
00618,Carl-Severing-Str.,904,Holweide,51067,0003,0019,,
00619,Carlswerkstr.,901,Mülheim,51063,0001,0013,,
00620,Castellauner Str.,302,Sülz,50935,0001a,0003,,
00621,Castroper Str.,504,Niehl,50735,0001,0007,0002,0008
00622,Caumannsstr.,903,Buchheim,51065,0001,0021,0008,0016
00623,Causemannstr.,601,Merkenich,50769,0003,0115,0004,0066
00624,Chamissostr.,402,Neuehrenfeld,50825,0001,0025,0002,0020
00625,Charlierstr.,901,Mülheim,51065,0001,0013,0002,0008
00626,Chemnitzer Str.,904,Holweide,51067,0005,0107,0002,0112
00627,Cheruskerstr.,105,Deutz,50679,0001,0009,0004,0040
00628,Chlodwigplatz,101,Altstadt/Süd,50678,0007,0019,0012,0028
00628,Chlodwigplatz,102,Neustadt/Süd,50678,0001,0005,0002,0006
00630,Christian-Coenen-Str.,907,Dünnwald,51069,0001,0023,0002,0006
00631,Christian-Gau-Str.,304,Braunsfeld,50933,0003,0051,0004,0056
00632,Christian-Schult-Str.,401,Ehrenfeld,50823,0001,0015,0004,0026
00633,Christianstr.,401,Ehrenfeld,50825,0011,0025,0002,0082
00634,Christinastr.,501,Nippes,50733,0001,0055,0002,0082
00635,Christoph-Musmacher-Str.,906,Höhenhaus,51061,0001,0045,0002,0032
00636,Christoph-Probst-Str.,506,Longerich,50737,0001,0005,0002,0022
00637,Christophstr.,103,Altstadt/Nord,50670,0001,0043,0002,0056
00638,Christtannenweg,701,Poll,51105,,,0002,0014
00639,Chrysanthemenweg,603,Seeberg,50769,,,0002,0030
00640,Classen-Kappelmann-Str.,303,Lindenthal,50931,0025,0057,0016,0040
00641,Claudelweg,809,Neubrück,51109,0001,0007,0002,0020
00642,Claudiusstr.,102,Neustadt/Süd,50678,0001,0001,,
00643,Clausthaler Weg,906,Höhenhaus,51061,0001,0003,0002,0004
00644,Clemensstr.,101,Altstadt/Süd,50676,0001,0039,0002,0010
00645,Clever Str.,103,Altstadt/Nord,50668,0001,0011,0002,0014
00645,Clever Str.,104,Neustadt/Nord,50668,0013,0051,0016,0038
00646,Clevischer Ring,901,Mülheim,51063,0037,0133,0072,0180
00646,Clevischer Ring,901,Mülheim,51065,0001,0009,0002,0008
00647,Clostermannstr.,901,Mülheim,51065,0001,0011,0002,0014
00648,Cohnenhofstr.,601,Merkenich,50769,0007,0129,0002,0132
00649,Compesstr.,603,Seeberg,50769,0001,0027,0002,0004
00650,Constantinstr.,105,Deutz,50679,0083,0095,0078,0102
00651,Contzenstr.,506,Longerich,50739,0001,0045,,
00652,Cordulastr.,103,Altstadt/Nord,50668,0001,0003,0002,0004
00653,Kornelimünsterstr.,304,Braunsfeld,50933,0001,0033,0002,0036
00654,Corneliusstr.,101,Altstadt/Süd,50678,0001,0019,0002,0040
00655,Corrensstr.,501,Nippes,50733,0001,0017,0002,0012
00656,Cosmasweg,608,Volkhoven/Weiler,50765,,,0006,0018
00657,Cottbuser Str.,901,Mülheim,51063,0001,0001,0014,0016
00658,Cranachstr.,501,Nippes,50733,0001,0041,0002,0048
00659,Cremeriusstr.,612,Worringen,50769,,,0002,0014
00660,Crottorfer Str.,807,Brück,51109,0001,0031,,
00661,Curtiusstr.,302,Sülz,50935,0001,0013,0002,0010
00662,Cusanusstr.,902,Buchforst,51065,0001,0001,0002,0016
00663,Custodisstr.,105,Deutz,50679,0001,0021,0002,0020
00664,Cuxhavener Str.,506,Longerich,50737,0003,0033,0002,0032
00665,Dabringhauser Str.,904,Holweide,51067,0001,0031,0002,0050
00665,Dabringhauser Str.,905,Dellbrück,51067,0063,0121,0068,0130
00665,Dabringhauser Str.,905,Dellbrück,51069,0123,0149,0134,0172
00666,Dachsweg,807,Brück,51109,0001,0011,0002,0014
00667,Däumlingsweg,905,Dellbrück,51067,0001,0017,0002,0008
00668,Dagobertstr.,103,Altstadt/Nord,50668,0003,0085,0020,0090
00669,Dahlhauser Weg,604,Heimersdorf,50767,0005,0015,0002,0014
00670,Dahlienweg,603,Seeberg,50769,,,0002,0022
00671,Daimlerstr.,403,Bickendorf,50827,0001,0013,0002,0016
00672,Damaschkestr.,904,Holweide,51067,0003,0007,0002,0012
00673,Damiansweg,608,Volkhoven/Weiler,50765,0007,0097,0002,0058
00675,Dankwartweg,502,Mauenheim,50739,0001,0015,0002,0016
00676,Dansweilerweg,305,Müngersdorf,50933,0001,0017,0002,0016
00677,Danteweg,303,Lindenthal,50931,,,,
00678,Danzierstr.,901,Mülheim,51063,0011,0125,0018,0168
00679,Darmstädter Str.,102,Neustadt/Süd,50678,0001,0023,0002,0034
00680,Dasselstr.,102,Neustadt/Süd,50674,0001,0085,0002,0070
00681,Dattenfelder Str.,807,Brück,51109,0001,0035,0002,0048
00682,Dauner Str.,302,Sülz,50937,0001,0023,0004,0024
00683,Daverkusenstr.,601,Merkenich,50769,0009,0035,0002,0032
00684,Davoser Klause,901,Mülheim,51063,0001,0011,0002,0034
00685,Dechant-Löbbel-Platz,103,Altstadt/Nord,50668,0001,0001,,
00686,Dechenstr.,402,Neuehrenfeld,50825,0001,0043,0020,0042
00687,Decksteiner Str.,303,Lindenthal,50935,0001,0075,0002,0092
00688,Deeler Weg,612,Worringen,50769,0001a,0027,0002,0024
00689,De-Gasperi-Str.,809,Neubrück,51109,0001,0077,0002,0012
00690,Dehlinger Weg,605,Lindweiler,50767,0001,0017,0002,0028
00691,Dehmelstr.,405,Bocklemünd/Mengenich,50829,,,0002,0038
00692,Deidesheimer Str.,507,Bilderstöckchen,50739,,,0002,0004
00693,Deisterweg,807,Brück,51109,0001,0017,0002,0016
00694,Delfossestr.,406,Ossendorf,50829,0007,0027,0002,0012a
00695,Delfter Str.,503,Riehl,50735,0001,0015,0002,0004
00696,Delhover Str.,612,Worringen,50769,,,0002,0006
00697,Deliastr.,608,Volkhoven/Weiler,50765,0005,0019,0020,0038
00698,Dellbrücker Hauptstr.,905,Dellbrück,51069,0009,0209,0006a,0178
00699,Dellbrücker Mauspfad,905,Dellbrück,51069,0125,0363,0188,0318
00700,Dellbrücker Steinweg,905,Dellbrück,51069,0043,0065,0002,0090
00701,Dellbrücker Str.,903,Buchheim,51067,0003,0049,0002,0054
00702,Dellenweg,612,Worringen,50769,,,,
00704,Delmenhorster Str.,504,Niehl,50735,0001,0005,0002,0020c
00705,Delrather Str.,612,Worringen,50769,0001,0017,,
00706,Demuntweg,907,Dünnwald,51069,0001,0031,,
00707,Denklinger Str.,807,Brück,51109,0001,0011,0002,0012
00708,De-Noël-Platz,302,Sülz,50937,0001,0015,,
