station_code,station_local_code,station_name,station_start_date,station_end_date,station_latitude_d,station_latitude_dms,station_longitude_d,station_longitude_dms,station_altitude,type_of_station,station_type_of_area,station_ozone_classification,station_subcat_rural_background,network_code
DESN020,DESN020,Görlitz,19861001,,51.155801,+051.9.20,14.973958,+014.58.26,210,traffic,urban,urban,unknown,DE016A
DESN024,DESN024,Klingenthal,19940901,,50.354783,+050.21.17,12.468739,+012.28.7,540,background,urban,urban,unknown,DE016A
DESN025,DESN025,Leipzig-Mitte,19901201,,51.344164,+051.20.38,12.377163,+012.22.37,110,traffic,urban,urban,unknown,DE016A
DESN045,DESN045,Zittau-Ost,19900701,,50.892377,+050.53.32,14.822846,+014.49.22,230,background,suburban,suburban,unknown,DE016A
DESN049,DESN049,Carlsfeld,19900701,,50.431322,+050.25.52,12.611125,+012.36.40,896,background,rural,rural background,remote,DE016A
DESN051,DESN051,Radebeul-Wahnsdorf,19671201,,51.119514,+051.7.10,13.675005,+013.40.30,246,background,rural,rural,near-city,DE016A
DESN052,DESN052,Zinnwald,19780501,,50.731478,+050.43.53,13.75145,+013.45.5,877,background,rural,rural,regional,DE016A
DESN053,DESN053,Fichtelberg,19701001,,50.428488,+050.25.42,12.953459,+012.57.12,1214,background,rural,rural background,remote,DE016A
DESN057,DESN057,Mittelndorf,19940901,,50.9385,+050.56.18,14.21016,+014.12.36,323,background,rural,rural,regional,DE016A
DESN059,DESN059,Leipzig-West,19940901,,51.317905,+051.19.4,12.297411,+012.17.50,115,background,urban,urban,unknown,DE016A
DESN061,DESN061,Dresden-Nord,19940901,,51.06493,+051.3.53,13.741397,+013.44.29,112,traffic,urban,urban,unknown,DE016A
DESN074,DESN074,Schwartenberg,19980206,,50.659097,+050.39.32,13.465078,+013.27.54,785,background,rural,rural,regional,DE016A
DESN075,DESN075,Plauen-Süd,19980806,,50.486138,+050.29.10,12.138054,+012.8.16,343,traffic,urban,urban,unknown,DE016A
DESN076,DESN076,Collmberg,19981001,,51.303772,+051.18.13,13.009406,+013.0.33,313,background,rural,rural background,remote,DE016A
DESN077,DESN077,Leipzig Lützner Str. 36,20010101,,51.335872,+051.20.9,12.334686,+012.20.4,113,traffic,urban,urban,unknown,DE016A
DESN079,DESN079,Niesky,20030505,,51.285356,+051.17.7,14.749731,+014.44.59,148,background,rural,rural,regional,DE016A
DESN080,DESN080,Schkeuditz,20030606,,51.396095,+051.23.45,12.234054,+012.14.2,122,background,rural,rural,near-city,DE016A
DESN081,DESN081,Plauen-DWD,19890401,,50.481751,+050.28.54,12.130376,+012.7.49,385,background,suburban,suburban,unknown,DE016A
DESN082,DESN082,Leipzig-Thekla,20040401,,51.375988,+051.22.33,12.425748,+012.25.32,110,background,suburban,suburban,unknown,DE016A
DESN083,DESN083,Chemnitz-Leipziger Str.,20050101,,50.84574,+050.50.44,12.903367,+012.54.12,327,traffic,urban,urban,unknown,DE016A
DESN084,DESN084,Dresden-Bergstr.,20050101,,51.026294,+051.1.34,13.731608,+013.43.53,150,traffic,urban,urban,unknown,DE016A
DESN086,DESN086,Marienberg,19881001,,50.651103,+050.39.3,13.147009,+013.8.49,639,background,suburban,suburban,unknown,DE016A
DESN087,DESN087,Chemnitz DWD,19890401,,50.785965,+050.47.9,12.872044,+012.52.19,418,background,rural,rural,near-city,DE016A
DESN088,DESN088,Görlitz DWD,19881001,,51.162133,+051.9.43,14.950808,+014.57.2,237,background,rural,rural,near-city,DE016A
DESN089,DESN089,Schkeuditz DWD,19891001,,51.434752,+051.26.5,12.239677,+012.14.22,122,background,rural,rural,near-city,DE016A
DESN090,DESN090,Oschatz DWD,19891001,,51.295929,+051.17.45,13.092965,+013.5.34,150,background,rural,rural,near-city,DE016A
DESN091,DESN091,Zwickau-Werdauer Str.,20111020,,50.720405,+050.43.13,12.486621,+012.29.11,267,traffic,urban,urban,unknown,DE016A
DESN092,DESN092,Dresden-Winckelmannstr.,20080620,,51.036105,+051.2.9,13.730205,+013.43.48,112,background,urban,urban,unknown,DE016A
DESN093,DESN093,Brockau,20110101,,50.608136,+050.36.29,12.211112,+012.12.40,430,background,rural,rural,regional,DE016A
DESN094,DESN094,Dep_Klingenthal,19930705,,50.423383,+050.25.24,12.533483,+012.32.0,839,background,rural,rural background,remote,DE016A
DESN095,DESN095,Dep_Olbernhau,19941012,,50.637017,+050.38.13,13.300216,+013.18.0,710,background,rural,rural background,remote,DE016A
DESN096,DESN096,Dep_Cunnersdorf,19941012,,50.83125,+050.49.52,14.094883,+014.5.41,440,background,rural,rural background,remote,DE016A
DESN097,DESN097,Dep_Bautzen,19950703,,51.11885,+051.7.7,14.55055,+014.33.1,440,background,rural,rural background,remote,DE016A
DESN098,DESN098,Dep_Laußnitz,19941004,,51.241216,+051.14.28,13.817017,+013.49.1,170,background,rural,rural background,remote,DE016A
DESN099,DESN099,Dep_Colditz,19950703,,51.184233,+051.11.3,12.82265,+012.49.21,220,background,rural,rural background,remote,DE016A
DESN100,DESN100,Dep_Bad Schandau,19980629,,50.918733,+050.55.7,14.303283,+014.18.11,260,background,rural,rural background,remote,DE016A
DESN101,DESN101,Dep_Altenberg,19991101,,50.792583,+050.47.33,13.726567,+013.43.35,745,background,rural,rural background,remote,DE016A
DEST002,DEST002,Burg,19940102,,52.268369,+052.16.6,11.864795,+011.51.53,40,background,suburban,suburban,unknown,DE015A
DEST006,DEST006,Magdeburg/Zentrum-Ost,20110201,,52.133597,+052.8.0,11.646667,+011.38.48,50,background,urban,urban,unknown,DE015A
DEST011,DEST011,Wernigerode/Bahnhof,19910101,,51.83936,+051.50.21,10.790175,+010.47.24,230,background,urban,urban,unknown,DE015A
DEST015,DEST015,Bitterfeld/Wolfen,19910101,,51.651165,+051.39.4,12.302901,+012.18.10,90,industrial,suburban,suburban,unknown,DE015A
DEST028,DEST028,Zeitz,19930302,,51.05458,+051.3.16,12.141314,+012.8.28,160,background,urban,urban,unknown,DE015A
DEST029,DEST029,Bernburg,19930128,,51.803567,+051.48.12,11.738975,+011.44.20,60,background,suburban,suburban,unknown,DE015A
DEST030,DEST030,Dessau,19920927,,51.84341,+051.50.36,12.251367,+012.15.4,60,background,urban,urban,unknown,DE015A
DEST039,DEST039,Brocken,19930128,,51.798629,+051.47.55,10.618275,+010.37.5,1142,background,rural,rural background,remote,DE015A
DEST044,DEST044,Halberstadt,19920923,,51.897017,+051.53.49,11.057461,+011.3.26,110,background,urban,urban,unknown,DE015A
DEST050,DEST050,Halle/Nord,19930415,,51.496188,+051.29.46,11.979073,+011.58.44,120,background,urban,urban,unknown,DE015A
DEST066,DEST066,Wittenberg/Bahnstrasse,20031217,,51.870852,+051.52.15,12.66369,+012.39.49,80,background,urban,urban,unknown,DE015A
DEST072,DEST072,Halle/Ost,20100101,,51.485287,+051.29.7,12.004464,+012.0.16,100,background,suburban,suburban,unknown,DE015A
DEST075,DEST075,Halle/Merseburger Strasse,19940222,,51.475183,+051.28.30,11.983415,+011.59.0,100,traffic,urban,urban,unknown,DE015A
DEST076,DEST076,Magdeburg/Damaschkeplatz,19940708,,52.132025,+052.7.55,11.623397,+011.37.24,50,traffic,urban,urban,unknown,DE015A
DEST077,DEST077,Magdeburg/West,19940104,,52.127906,+052.7.40,11.611456,+011.36.41,50,background,urban,urban,unknown,DE015A
DEST089,DEST089,Zartau/Waldstation,19971201,,52.593169,+052.35.35,11.172351,+011.10.20,95,background,rural,rural,regional,DE015A
DEST090,DEST090,Leuna,19981015,,51.321381,+051.19.16,12.032136,+012.1.55,100,industrial,suburban,suburban,unknown,DE015A
DEST091,DEST091,Dessau Albrechtsplatz,20010223,,51.840583,+051.50.26,12.244763,+012.14.41,60,traffic,urban,urban,unknown,DE015A
DEST092,DEST092,Wittenberg/Dessauer Strasse,19961101,,51.867464,+051.52.2,12.598325,+012.35.53,80,traffic,urban,urban,unknown,DE015A
DEST095,DEST095,Aschersleben,20001102,,51.759554,+051.45.34,11.449438,+011.26.57,125,traffic,urban,urban,unknown,DE015A
DEST098,DEST098,Unterharz / Friedrichsbrunn,20030624,,51.662452,+051.39.44,11.043383,+011.2.36,410,background,rural,rural,regional,DE015A
DEST099,DEST099,Magdeburg/Reuterallee,20060130,,52.131187,+052.7.52,11.631291,+011.37.52,50,traffic,urban,urban,unknown,DE015A
DEST101,DEST101,Halberstadt/Friedenstrasse,20070126,,51.889545,+051.53.22,11.055946,+011.3.21,116,traffic,urban,urban,unknown,DE015A
DEST102,DEST102,Halle/Paracelsusstr.,20090722,,51.494756,+051.29.41,11.981314,+011.58.52,113,traffic,urban,urban,unknown,DE015A
DEST103,DEST103,Magdeburg Schleinufer,20090724,,52.120905,+052.7.15,11.632755,+011.37.57,53,traffic,urban,urban,unknown,DE015A
DEST104,DEST104,Domäne Bobbe,20091217,,51.837283,+051.50.14,11.891525,+011.53.29,71,background,rural,rural,unknown,DE015A
DEST105,DEST105,Stendal Stadtsee,20110101,,52.602061,+052.36.7,11.850336,+011.51.1,34,background,urban,urban,unknown,DE015A
DEST106,DEST106,Goldene Aue (Roßla),20110214,,51.456061,+051.27.21,11.091266,+011.5.28,142,background,rural,rural,unknown,DE015A
DEST107,DEST107,Weißenfels/Herrenmühle,20030101,,51.204655,+051.12.16,11.977306,+011.58.38,98,background,suburban,suburban,unknown,DE015A
DEST108,DEST108,Weißenfels/Am Krug,20120101,,51.197333,+051.11.50,11.961083,+011.57.39,115,traffic,urban,urban,unknown,DE015A
DEST110,DEST110,Dep_Nedlitz,20050101,,52.054,+052.3.14,12.311,+012.18.39,,background,rural,rural background,remote,DE015A
DEST111,DEST111,Dep_Kloetze,20100101,,52.593169,+052.35.35,11.172351,+011.10.20,95,background,rural,rural,regional,DE015A
DETH005,DETH005,Saalfeld,19940101,,50.651182,+050.39.4,11.368875,+011.22.7,210,background,urban,urban,unknown,DE017A
DETH009,DETH009,Gera Friedericistr.,19910401,,50.877317,+050.52.38,12.07471,+012.4.28,190,background,urban,urban,unknown,DE017A
DETH011,DETH011,Altenburg Theaterplatz,19911218,,50.987758,+050.59.15,12.437621,+012.26.15,185,background,urban,urban,unknown,DE017A
DETH013,DETH013,Eisenach Wernebrg.Str,19960423,,50.978292,+050.58.41,10.317236,+010.19.2,210,background,urban,urban,unknown,DE017A
DETH018,DETH018,Nordhausen,19910901,,51.497195,+051.29.49,10.791404,+010.47.29,185,background,urban,urban,unknown,DE017A
DETH020,DETH020,Erfurt Krämpferstr.,19910301,,50.979455,+050.58.46,11.037924,+011.2.16,195,background,urban,urban,unknown,DE017A
DETH026,DETH026,Dreißigacker,19910701,,50.561754,+050.33.42,10.375299,+010.22.31,450,background,rural,rural,regional,DE017A
DETH027,DETH027,Neuhaus,19910812,,50.499955,+050.29.59,11.134593,+011.8.4,840,background,rural,rural background,remote,DE017A
DETH036,DETH036,Greiz Mollbergstr.,19921022,,50.655861,+050.39.21,12.205199,+012.12.18,265,background,urban,urban,unknown,DE017A
DETH037,DETH037,Jena Schillergäßchen,19921013,,50.925111,+050.55.30,11.58271,+011.34.57,155,background,urban,urban,unknown,DE017A
DETH040,DETH040,Großer Eisenberg,19941204,,50.619181,+050.37.9,10.787135,+010.47.13,907,background,rural,rural background,remote,DE017A
DETH041,DETH041,Jena Dammstr.,19940201,,50.933513,+050.56.0,11.597062,+011.35.49,140,background,urban,urban,unknown,DE017A
DETH042,DETH042,Possen,19960112,,51.333333,+051.19.59,10.867188,+010.52.1,420,background,rural,rural background,remote,DE017A
DETH043,DETH043,Erfurt Bergstr.,19960626,,50.984874,+050.59.5,11.019353,+011.1.9,195,traffic,urban,urban,unknown,DE017A
DETH060,DETH060,Zella-Mehlis,19990831,,50.653245,+050.39.11,10.668641,+010.40.7,490,background,urban,urban,unknown,DE017A
DETH061,DETH061,Hummelshain,19991007,,50.791616,+050.47.29,11.661233,+011.39.40,357,background,rural,rural background,remote,DE017A
DETH072,DETH072,Suhl F.-König-Str,20020101,,50.61153,+050.36.41,10.693092,+010.41.35,430,traffic,urban,urban,unknown,DE017A
DETH075,DETH075,Jena Westbahnhofstr.,20100101,,50.924811,+050.55.29,11.579086,+011.34.44,176,traffic,urban,urban,unknown,DE017A
DETH081,DETH081,Erfurt Heinrichstr,20040825,,50.972331,+050.58.20,11.010446,+011.0.37,210,traffic,urban,urban,unknown,DE017A
DETH082,DETH082,Jena Camburger Str.,20050416,,50.936373,+050.56.10,11.589781,+011.35.23,145,traffic,urban,urban,unknown,DE017A
DETH083,DETH083,Weimar Steubenstr.,20050413,,50.977462,+050.58.38,11.32607,+011.19.33,220,traffic,urban,urban,unknown,DE017A
DETH091,DETH091,Mühlhausen Wanfrieder Str,20080430,,51.205466,+051.12.19,10.448476,+010.26.54,220,traffic,urban,urban,unknown,DE017A
DETH093,DETH093,Weimar Schwanseestr.,20090108,,50.982544,+050.58.57,11.3204,+011.19.13,224,background,urban,urban,unknown,DE017A
DETH094,DETH094,Mühlhausen Kiliansgr.,20080708,,51.208535,+051.12.30,10.465835,+010.27.57,205,traffic,urban,urban,unknown,DE017A
DETH095,DETH095,Mühlhausen Bastmarkt,20090430,,51.207944,+051.12.28,10.450997,+010.27.3,215,background,urban,urban,unknown,DE017A
DETH097,DETH097,Gera Str.des Friedens,20100101,,50.870352,+050.52.13,12.071203,+012.4.16,190,traffic,urban,urban,unknown,DE017A
DETH098,DETH098,Gera Theaterstr. PS,20100101,,50.88386,+050.53.1,12.074947,+012.4.29,190,traffic,urban,urban,unknown,DE017A
DETH099,DETH099,Erfurt Walkmühlstr.,20100101,,50.970955,+050.58.15,11.022236,+011.1.20,195,traffic,urban,urban,unknown,DE017A
DETH100,DETH100,Mühlhausen Petristeinweg,20100101,,51.210164,+051.12.36,10.449634,+010.26.58,205,traffic,urban,urban,unknown,DE017A
DETH101,DETH101,Weimar Jenaer Str.,20100101,,50.979762,+050.58.47,11.341702,+011.20.30,230,traffic,urban,urban,unknown,DE017A
DETH102,DETH102,Suhl Dr.Th.-Neubauer-Str.,20100101,,50.60622,+050.36.22,10.685369,+010.41.7,430,traffic,urban,urban,unknown,DE017A
DETH103,DETH103,WMS Dillstädt,19900101,,50.44167,+050.26.30,10.554722,+010.33.16,480,background,rural,rural,unknown,DE017A
DETH104,DETH104,HMS Großer Eisenberg,19950101,,50.613611,+050.36.48,10.791389,+010.47.29,920,background,rural,rural,unknown,DE017A
DETH105,DETH105,WMS Hainich,20000101,,51.0925,+051.5.33,10.401111,+010.24.3,440,background,rural,rural,unknown,DE017A
DETH106,DETH106,WMS Harz,19970101,,51.628611,+051.37.42,10.729167,+010.43.45,590,background,rural,rural,unknown,DE017A
DETH107,DETH107,WMS Hohe Sonne,19950101,,50.93,+050.55.47,10.32,+010.19.12,440,background,rural,rural,unknown,DE017A
DETH108,DETH108,WMS Lehesten,19950101,,50.496944,+050.29.48,11.500278,+011.30.1,550,background,rural,rural,unknown,DE017A
DETH109,DETH109,WMS Leinawald,20040101,,50.967778,+050.58.4,12.537222,+012.32.13,200,background,rural,rural,unknown,DE017A
DETH110,DETH110,WMS Kyffhäuser,19960101,,51.383333,+051.22.59,11.061111,+011.3.39,300,background,rural,rural,unknown,DE017A
DETH111,DETH111,HMS Holzland,19990101,,50.793889,+050.47.38,10.664167,+010.39.51,350,background,rural,rural,unknown,DE017A
DETH112,DETH112,WMS Paulinzella,19950101,,50.693333,+050.41.35,11.100556,+011.6.2,440,background,rural,rural,unknown,DE017A
DETH113,DETH113,WMS Pfanntalskopf,19910101,,51.689722,+051.41.22,10.722778,+010.43.22,820,background,rural,rural,unknown,DE017A
DETH114,DETH114,HMS Possen,19960101,,51.336389,+051.20.11,10.866667,+010.52.0,420,background,rural,rural,unknown,DE017A
DETH115,DETH115,WMS Steiger Erfurt,19990101,,50.939167,+050.56.21,11.029722,+011.1.46,330,background,rural,rural,unknown,DE017A
DETH116,DETH116,WMS Vessertal,19920101,,50.607222,+050.36.25,10.772222,+010.46.19,810,background,rural,rural,unknown,DE017A
DEUB001,DEUB001,Westerland,19680101,,54.924967,+054.55.29,8.308208,+08.18.29,12,background,rural,rural,unknown,DE006A
DEUB004,DEUB004,Schauinsland,19680101,,47.913256,+047.54.47,7.908035,+07.54.28,1205,background,rural,rural,regional,DE006A
DEUB005,DEUB005,Waldhof,19700101,,52.800773,+052.48.2,10.756733,+010.45.24,74,background,rural,rural,unknown,DE006A
DEUB028,DEUB028,Zingst,19910901,,54.436985,+054.26.13,12.721938,+012.43.18,1,background,rural,rural,unknown,DE006A
DEUB029,DEUB029,Schmücke,19910601,,50.654066,+050.39.14,10.769534,+010.46.10,937,background,rural,rural,unknown,DE006A
DEUB030,DEUB030,Neuglobsow,19911101,,53.141303,+053.8.28,13.031662,+013.1.53,65,background,rural,rural,regional,DE006A
DEUB033,DEUB033,Melpitz,19920101,,51.524268,+051.31.27,12.925878,+012.55.33,86,background,rural,rural,unknown,DE006A
DEUB035,DEUB035,Lehnmühle,19931101,,50.828468,+050.49.42,13.586548,+013.35.11,527,background,rural,rural,unknown,DE006A
DEUB041,DEUB041,Raisting,20010401,,47.898844,+047.53.55,11.111199,+011.6.40,552,background,rural,rural,unknown,DE006A
DEUB044,DEUB044,Zugspitze Schneefernerhaus,19990601,,47.414436,+047.24.51,10.980657,+010.58.50,2650,background,rural,rural background,remote,DE006A
DEUB045,DEUB045,Hunsrück-Deuselbach,20040622,,49.761933,+049.45.42,7.054248,+07.3.15,480,background,rural,rural background,remote,DE006A
DEUB046,DEUB046,Forellenbach,20000101,,48.947611,+048.56.51,13.420573,+013.25.14,858,background,rural,rural background,remote,DE006A
DEUB047,DEUB047,Niederrhein,20031001,,51.0,+051.0.0,6.0,+06.0.0,40,background,rural,rural background,remote,DE006A
DEUB048,DEUB048,Bayerischer Wald,20040620,,48.93833,+048.56.17,13.41222,+013.24.43,769,background,rural,rural background,remote,DE006A
